Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Ram_GB,Memory,Gpu,OpSys,Weight_kg,CPU_GHz,ScreenWidth_px,ScreenHeight_px,Touchscreen,IPS,CPU_Brand,GPU_Brand,Price
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,16.0,256GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.8,1.8,1920,1080,0,0,Intel,AMD,74378.88
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,2.5,1.6,1920,1080,0,0,Intel,Intel,49443.84
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,8.0,1TB HDD,AMD Radeon R7 M445,Windows 10,2.36,2.5,1366,768,0,0,Intel,AMD,34045.3872
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,4.0,1TB HDD,AMD Radeon R5 M430,Windows 10,2.2,2.0,1920,1080,0,0,Intel,AMD,23922.72
Acer,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.6,1.8,1920,1080,0,1,Intel,Intel,47099.52
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4GB,4.0,256GB SSD,Nvidia GeForce MX130,Windows 10,7.2,2.7,1920,1080,0,0,Intel,Nvidia,30476.16
HP,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8GB,8.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.05,2.7,1366,768,0,0,Intel,Intel,31861.44
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.63,1.8,1920,1080,0,0,Intel,Intel,52640.64
Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,4.0,1TB HDD,Intel HD Graphics 500,No OS,1.9,1.1,1366,768,0,0,Intel,Intel,13445.7408
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3.0,2.5,1920,1080,0,0,Intel,Nvidia,49976.64
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,4.0,1TB HDD,Nvidia GeForce 920MX,No OS,2.2,2.5,1920,1080,0,0,Intel,Nvidia,26586.72
HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.32,2.5,1920,1080,0,1,Intel,Intel,37242.72
Acer,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4GB,4.0,1TB HDD,Nvidia GeForce MX130,Windows 10,3.0,2.7,1920,1080,0,1,Intel,Nvidia,34898.4
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,8.0,256GB SSD,AMD Radeon RX 550,Windows 10,1.75,1.6,1920,1080,0,1,Intel,AMD,59461.5456
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,8.0,256GB SSD,Nvidia GeForce GTX 1050M,No OS,2.4,2.8,1920,1080,0,1,Intel,Nvidia,46300.32
Toshiba,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,2.1,2.3,1366,768,0,0,Intel,Intel,32074.56
HP,Notebook,15.6,1366x768,AMD A6-Series 9220 2.5GHz,4GB,4.0,256GB SSD,AMD Radeon R4 Graphics,Windows 10,1.86,2.5,1366,768,0,0,AMD,AMD,19660.32
Asus,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.25,1.8,1920,1080,0,0,Intel,Intel,58554.72
HP,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y75 1.2GHz,8GB,8.0,512GB SSD,Intel HD Graphics 515,Windows 10,0.97,1.2,3840,2160,1,1,Intel,Intel,107305.92
Asus,Notebook,15.6,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4GB,4.0,1TB HDD,Intel HD Graphics 500,Windows 10,2.0,1.1,1920,1080,0,0,Intel,Intel,18328.32
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,4.0,1TB HDD,Intel HD Graphics 520,Windows 10,2.1,2.0,1366,768,0,0,Intel,Intel,23816.16
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.56,2.8,1920,1080,0,0,Intel,Nvidia,66560.5728
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,8.0,1.0TB Hybrid,Nvidia GeForce GTX 1050,Windows 10,2.62,2.8,1920,1080,0,0,Intel,Nvidia,47898.72
Lenovo,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,4.0,128GB SSD,Intel HD Graphics 620,Windows 10,1.9,2.5,1366,768,0,0,Intel,Intel,26533.44
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.8,2.8,1920,1080,0,0,Intel,Nvidia,100699.2
HP,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 7500U 2.7GHz,4GB,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.48,2.7,1920,1080,0,0,Intel,Intel,57648.96
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,6GB,6.0,256GB SSD,AMD Radeon 520,Windows 10,1.91,1.6,1920,1080,0,0,Intel,AMD,32980.32
Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.74,2.4,1920,1080,1,1,Intel,Intel,33513.12
Asus,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.1,1.6,1920,1080,1,0,Intel,Intel,70063.2
Dell,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.56,1.8,1920,1080,1,0,Intel,Intel,55890.72
Toshiba,Notebook,15.6,1366x768,Intel Core i3 6006U 2.2GHz,4GB,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,2.1,2.2,1366,768,0,0,Intel,Intel,23816.16
Asus,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4GB,4.0,1TB HDD,AMD Radeon R5 M420,Windows 10,2.03,3.0,1366,768,0,0,AMD,AMD,21471.84
Acer,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,4.0,256GB SSD,Nvidia GeForce MX150,Windows 10,3.0,1.6,1920,1080,0,1,Intel,Nvidia,42890.4
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,8.0,256GB SSD,AMD Radeon 520,Windows 10,2.13,1.6,1920,1080,0,0,Intel,AMD,38787.84
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,2.8,1920,1080,0,1,Intel,Nvidia,57489.12
Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,4.0,1TB HDD,Intel HD Graphics 500,Windows 10,2.1,1.1,1366,768,0,0,Intel,Intel,18541.44
MSI,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.4,2.8,1920,1080,0,1,Intel,Nvidia,95850.72
Acer,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,4.0,1TB HDD,Intel HD Graphics 505,Windows 10,2.1,1.1,1366,768,0,0,Intel,Intel,19367.8128
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.56,2.8,1920,1080,0,0,Intel,Nvidia,56502.9072
Acer,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,8.0,256GB SSD,Nvidia GeForce MX150,Windows 10,3.0,1.6,1920,1080,0,1,Intel,Nvidia,45501.12
HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,4.0,500GB HDD,Intel UHD Graphics 620,Windows 10,1.49,1.6,1920,1080,0,1,Intel,Intel,40173.12
Huawei,Ultrabook,13.0,IPS Panel Full HD 2160x1440,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.05,2.5,2160,1440,0,1,Intel,Intel,71874.72
HP,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,6.0,2TB HDD,AMD Radeon 520,Windows 10,2.71,2.5,1920,1080,0,1,Intel,AMD,37242.72
Lenovo,Notebook,15.6,1366x768,AMD A6-Series 9220 2.9GHz,4GB,4.0,500GB HDD,AMD Radeon R4 Graphics,No OS,2.2,2.9,1366,768,0,0,AMD,AMD,16463.52
Toshiba,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,5.4,2.4,1366,768,0,0,Intel,Intel,26053.92
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,8.0,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.5,1.6,1920,1080,0,0,Intel,Nvidia,49177.44
Dell,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,8GB,8.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.3,2.4,1366,768,0,0,Intel,Intel,24455.52
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,4.0,128GB SSD,Intel HD Graphics 520,Windows 10,2.1,2.0,1366,768,0,0,Intel,Intel,23922.72
MSI,Gaming,18.4,Full HD 1920x1080,Intel Core i7 6920HQ 2.9GHz,32GB,32.0,512GB SSD +  1TB HDD,Nvidia GTX 980 SLI,Windows 10,4.4,2.9,1920,1080,0,0,Intel,Nvidia,149130.72
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,128GB SSD +  1TB HDD,AMD R17M-M1-70,Windows 10,1.9,2.5,1920,1080,0,0,Intel,AMD,43316.64
HP,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8GB,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.29,1.6,3840,2160,1,1,Intel,Intel,79866.72
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,16.0,256GB SSD +  2TB HDD,AMD Radeon 530,Linux,2.02,1.8,1920,1080,0,0,Intel,AMD,55890.72
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.23,1.6,1920,1080,0,0,Intel,Intel,74538.72
Lenovo,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16GB,16.0,512GB SSD,Intel UHD Graphics 620,Windows 10,1.4,1.8,3840,2160,1,1,Intel,Intel,98514.72
Toshiba,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,8.0,128GB SSD,Intel HD Graphics 620,Windows 10,2.0,2.5,1366,768,0,0,Intel,Intel,42251.04
Xiaomi,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,8.0,256GB SSD,Nvidia GeForce MX150,No OS,1.95,1.6,1920,1080,0,1,Intel,Nvidia,63882.72
Dell,Notebook,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,16.0,512GB SSD,Nvidia GeForce 150MX,Windows 10,2.77,1.8,1920,1080,1,0,Intel,Nvidia,82530.72
Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,2.8,3840,2160,1,0,Intel,Nvidia,127712.16
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,8.0,256GB SSD,Nvidia GeForce GTX 1050,No OS,2.4,2.5,1920,1080,0,1,Intel,Nvidia,41505.12
Acer,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7Y54 1.2GHz,8GB,8.0,256GB SSD,Intel HD Graphics 615,Windows 10,1.12,1.2,1920,1080,0,1,Intel,Intel,52693.92
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,8.0,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.8,1.8,1920,1080,0,0,Intel,AMD,57808.8
Vero,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4GB,4.0,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.3,1.1,1920,1080,0,1,Intel,Intel,13852.8
Xiaomi,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Nvidia GeForce MX150,No OS,1.3,2.5,1920,1080,0,1,Intel,Nvidia,53274.672
Lenovo,Notebook,17.3,1600x900,Intel Core i5 8250U 1.6GHz,8GB,8.0,256GB SSD,Nvidia GeForce MX150,No OS,2.8,1.6,1600,900,0,0,Intel,Nvidia,37189.44
Dell,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,8.0,1TB HDD,Intel UHD Graphics 620,Windows 10,1.62,1.8,1920,1080,1,1,Intel,Intel,44701.92
HP,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,8.0,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.5,1.6,1920,1080,0,1,Intel,Nvidia,48697.92
Razer,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32GB,32.0,1TB SSD,Nvidia GeForce GTX 1080,Windows 10,3.49,2.9,3840,2160,1,0,Intel,Nvidia,324954.72
HP,Notebook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,8.0,512GB SSD,Intel UHD Graphics 620,Windows 10,1.49,1.6,1920,1080,0,0,Intel,Intel,51095.52
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3.35,2.8,1920,1080,0,1,Intel,Nvidia,73473.12
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,8.0,256GB SSD,Nvidia GeForce 930MX ,Windows 10,2.5,1.8,1920,1080,0,0,Intel,Nvidia,55677.6
Dell,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.65,2.8,3840,2160,0,1,Intel,Nvidia,98301.6
Lenovo,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,4.0,128GB SSD,Intel HD Graphics 520,Windows 10,2.1,2.3,1366,768,0,0,Intel,Intel,26267.04
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,1TB HDD,Nvidia GeForce 940MX,Windows 10,2.23,2.7,1920,1080,0,0,Intel,Nvidia,39533.76
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.2,2.8,1920,1080,0,1,Intel,Nvidia,93186.72
Dell,Workstation,15.6,4K Ultra HD 3840x2160,Intel Xeon E3-1505M V6 3GHz,16GB,16.0,256GB SSD +  1TB HDD,Nvidia Quadro M1200,Windows 10,2.8,3.0,3840,2160,0,0,Intel,Nvidia,162770.4
Lenovo,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,512GB SSD,Nvidia GeForce GTX 1060,No OS,2.4,2.8,1920,1080,0,0,Intel,Nvidia,74485.44
Dell,Notebook,15.6,Touchscreen 1366x768,Intel Core i3 7100U 2.4GHz,6GB,6.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.3,2.4,1366,768,1,0,Intel,Intel,23389.92
Dell,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,8GB,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.21,1.8,3840,2160,1,1,Intel,Intel,103842.72
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,,1.8,1920,1080,0,0,Intel,Intel,77202.72
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,8.0,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4,2.8,1920,1080,0,0,Intel,Nvidia,41505.12
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.9,2.8,1920,1080,0,0,Intel,Nvidia,74964.96
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,4.0,500GB HDD,Intel HD Graphics 520,No OS,2.1,2.0,1920,1080,0,0,Intel,Intel,18594.72
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,No OS,2.2,2.5,1920,1080,0,0,Intel,Intel,29250.72
Huawei,Ultrabook,13.0,IPS Panel Full HD 2160x1440,Intel Core i7 7500U 2.7GHz,8GB,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.05,2.7,2160,1440,0,1,Intel,Intel,79866.72
Dell,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,8.0,256GB SSD,AMD Radeon 530,Windows 10,1.4,1.8,1920,1080,0,1,Intel,AMD,49650.5664
Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8GB,8.0,1TB HDD,Nvidia GeForce GTX 940MX,No OS,2.8,2.5,1600,900,0,0,Intel,Nvidia,31381.92
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,8.0,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.63,1.8,1920,1080,0,0,Intel,Nvidia,54931.68
Dell,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.6,1.6,1920,1080,0,0,Intel,Intel,61218.72
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,16.0,512GB SSD,Intel UHD Graphics 620,Windows 10,1.62,1.8,1920,1080,1,0,Intel,Intel,68145.12
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,8.0,256GB SSD,AMD Radeon 520,Linux,2.2,1.6,1920,1080,0,0,Intel,AMD,36089.208
Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.74,1.6,1920,1080,0,1,Intel,Intel,47898.72
Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.2,2.5,1920,1080,0,0,Intel,Intel,72620.64
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,8.0,1TB HDD,Intel UHD Graphics 620,Windows 10,2.1,1.6,1920,1080,0,0,Intel,Intel,42304.32
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.42,2.8,1920,1080,0,1,Intel,Nvidia,130873.7952
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.2,2.7,1920,1080,0,0,Intel,Nvidia,44328.96
Dell,Notebook,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,16.0,1TB HDD,AMD Radeon R7 M445,Windows 10,2.3,2.7,1920,1080,1,0,Intel,AMD,45768.0528
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Nvidia GeForce 920MX ,Windows 10,2.0,2.5,1920,1080,0,0,Intel,Nvidia,40972.32
Asus,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD +  500GB HDD,Nvidia GeForce GTX 950M,Windows 10,2.69,2.5,1920,1080,0,0,Intel,Nvidia,47472.48
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,1TB HDD,AMD FirePro W4190M ,Windows 10,1.9,2.7,1920,1080,0,0,Intel,AMD,67612.32
Asus,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,4.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.37,2.4,1366,768,0,0,Intel,Intel,21258.1872
HP,Notebook,15.6,1366x768,AMD E-Series 9000e 1.5GHz,4GB,4.0,500GB HDD,AMD Radeon R2,Windows 10,2.1,1.5,1366,768,0,0,AMD,AMD,17582.4
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.2,2.8,1920,1080,0,1,Intel,Nvidia,79866.72
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.6,2.5,1920,1080,0,0,Intel,Intel,45767.52
Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.6,2.3,1920,1080,1,1,Intel,Intel,36709.92
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,16.0,256GB SSD,AMD Radeon R7 M445,Linux,2.36,2.7,1920,1080,0,0,Intel,AMD,47898.72
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,4.0,1TB HDD,Intel HD Graphics 520,Linux,2.1,2.0,1366,768,0,0,Intel,Intel,20779.2
Asus,Notebook,15.6,Full HD 1920x1080,AMD A10-Series A10-9620P 2.5GHz,4GB,4.0,128GB SSD +  1TB HDD,AMD Radeon R5 M430,Windows 10,2.2,2.5,1920,1080,0,0,AMD,AMD,30636.0
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,32GB,32.0,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1080,Windows 10,4.7,2.9,1920,1080,0,0,Intel,Nvidia,207259.2
Acer,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,8.0,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.5,2.5,1920,1080,0,1,Intel,Nvidia,45074.88
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8GB,8.0,128GB SSD,Intel HD Graphics 520,Windows 10,7.2,2.0,1366,768,0,0,Intel,Intel,31381.92
Asus,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,8.0,128GB SSD +  1TB HDD,Nvidia GeForce 150MX,Windows 10,2.1,1.8,1920,1080,0,0,Intel,Nvidia,61005.6
Asus,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,No OS,2.69,2.7,1920,1080,0,0,Intel,Nvidia,47365.92
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,8.0,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.56,2.5,1920,1080,0,0,Intel,Nvidia,46833.12
Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.38,2.7,1920,1080,1,1,Intel,Intel,57489.12
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,8.0,128GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.2,1.8,1920,1080,0,0,Intel,AMD,52480.8
HP,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8GB,8.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.04,2.5,1366,768,1,0,Intel,Intel,29783.52
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16GB,16.0,256GB SSD,Nvidia GeForce GTX 1080,Windows 10,3.6,2.9,1920,1080,0,0,Intel,Nvidia,159786.72
HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,4.0,500GB HDD,Intel UHD Graphics 620,Windows 10,1.49,1.6,1920,1080,0,1,Intel,Intel,35964.0
Apple,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 3.1GHz,8GB,8.0,512GB SSD,Intel Iris Plus Graphics 650,macOS,1.37,3.1,2560,1600,0,1,Intel,Intel,108691.2
Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,8.0,1TB HDD,Intel UHD Graphics 620,Windows 10,2.08,1.8,1920,1080,1,1,Intel,Intel,43636.32
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,4.3,2.8,1920,1080,0,0,Intel,Nvidia,95850.72
Asus,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4GB,4.0,1TB HDD,AMD Radeon R5 M420,Windows 10,1.68,3.0,1366,768,0,0,AMD,AMD,24988.32
